"species"
"Myoxanthus lonchophyllus"
"Myoxanthus pulvinatus"
"Myoxanthus ruschii"
"Myoxanthus seidelii"
"Notylia hemitricha"
"Notylia longispicata"
"Notylia lyrata"
"Notylia nemorosa"
"Notylia pubescens"
"Octomeria alexandri"
"Octomeria aloefolia"
"Octomeria anceps"
"Octomeria caetensis"
"Octomeria caldensis"
"Octomeria campos"
"Octomeria cariocana"
"Octomeria chamaeleptotes"
"Octomeria cochlearis"
"Octomeria concolor"
"Octomeria crassifolia"
"Octomeria cucullata"
"Octomeria decumbens"
"Octomeria diaphana"
"Octomeria estrellensis"
"Octomeria exigua"
"Octomeria fimbriata"
"Octomeria flabellifera"
"Octomeria geraensis"
"Octomeria gracilis"
"Octomeria grandiflora"
"Octomeria hatschbachii"
"Octomeria helvola"
"Octomeria irrorata"
"Octomeria itatiaiae"
"Octomeria juncifolia"
"Octomeria leptophylla"
"Octomeria lichenicola"
"Octomeria linearifolia"
"Octomeria lithophila"
"Octomeria micrantha"
"Octomeria montana"
"Octomeria multiflora"
"Octomeria ochroleuca"
"Octomeria octomeriantha"
"Octomeria praestans"
"Octomeria pusilla"
"Octomeria riograndensis"
"Octomeria rodeiensis"
"Octomeria rodriguesii"
"Octomeria rohrii"
"Octomeria rotundiglossa"
"Octomeria rubrifolia"
"Octomeria sagittata"
"Octomeria sancti"
"Octomeria sarcophylla"
"Octomeria spannagelii"
"Octomeria tricolor"
"Octomeria truncicola"
"Octomeria unguiculata"
"Octomeria warmingii"
"Octomeria wawrae"
"Octomeria wilsoniana"
"Oncidium baueri"
"Ornithocephalus brachystachyus"
"Ornithocephalus myrticola"
"Pabstiella mirabilis"
"Pabstiella tripterantha"
"Paradisanthus bahiensis"
"Pelexia lindmanii"
"Pelexia macropoda"
"Pelexia novofriburgensis"
"Phloeophila nummularia"
"Phragmipedium sargentianum"
"Phymatidium aquinoi"
"Phymatidium delicatulum"
"Phymatidium falcifolium"
"Phymatidium hysteranthum"
"Phymatidium limae"
"Phymatidium mellobarretoi"
"Phymatidium microphyllum"
"Phymatidium vogelii"
"Platyrhiza quadricolor"
"Platystele oxyglossa"
"Pleurothallopsis nemorosa"
"Pogoniopsis schenckii"
"Polycycnis silvana"
"Polystachya caespitosa"
"Polystachya concreta"
"Prescottia densiflora"
"Prescottia glazioviana"
"Prescottia lancifolia"
"Prescottia montana"
"Prescottia oligantha"
"Prescottia stachyodes"
"Promenaea stapelioides"
"Prosthechea alagoensis"
"Prosthechea allemanoides"
"Prosthechea bulbosa"
"Prosthechea calamaria"
"Prosthechea campos"
"Prosthechea ebanii"
"Prosthechea elisae"
"Prosthechea fausta"
"Prosthechea glumacea"
"Prosthechea kautskyi"
"Prosthechea pachysepala"
"Prosthechea papilio"
"Prosthechea pygmaea"
"Prosthechea silvana"
"Prosthechea xsuzanensis"
"Prosthechea vespa"
"Pseudolaelia brejetubensis"
"Pseudolaelia canaanensis"
"Pseudolaelia corcovadensis"
"Pseudolaelia dutrae"
"Pseudolaelia vellozicola"
"Psilochilus dusenianus"
"Psilochilus modestus"
"Pteroglossa glazioviana"
"Pteroglossa macrantha"
"Pteroglossa roseoalba"
"Pygmaeorchis brasiliensis"
"Rauhiella brasiliensis"
"Rauhiella seehaweri"
"Rauhiella silvana"
"Rodriguezia bahiensis"
"Rodriguezia bifolia"
"Rodriguezia bracteata"
"Rodriguezia decora"
"Rodriguezia limae"
"Rodriguezia obtusifolia"
"Rodriguezia pardina"
"Rodriguezia pubescens"
"Rodriguezia rigida"
"Rodriguezia sucrei"
"Rodriguezia venusta"
"Sacoila duseniana"
"Sacoila hassleri"
"Sacoila lanceolata"
"Sacoila pedicellata"
"Sanderella discolor"
"Sanderella riograndensis"
"Sarcoglottis alexandri"
"Sarcoglottis biflora"
"Sarcoglottis depinctrix"
"Sarcoglottis uliginosa"
"Saundersia paniculata"
"Scaphyglottis emarginata"
"Scaphyglottis fusiformis"
"Scaphyglottis livida"
"Scaphyglottis modesta"
"Scaphyglottis prolifera"
"Schunkea vierlingii"
"Scuticaria hadwenii"
"Scuticaria kautskyi"
"Scuticaria novaesii"
"Scuticaria strictifolia"
"Skeptrostachys arechavaletanii"
"Skeptrostachys balanophorostachya"
"Skeptrostachys montevidensis"
"Skeptrostachys paraguayensis"
"Skeptrostachys rupestris"
"Sobralia liliastrum"
"Sobralia sessilis"
"Specklinia acutidentata"
"Specklinia barbosana"
"Specklinia deltoglossa"
"Specklinia gomesferreirae"
"Specklinia grobyi"
"Specklinia marginalis"
"Specklinia subpicta"
"Stanhopea guttulata"
"Stanhopea insignis"
"Stanhopea lietzei"
"Stelis aprica"
"Stelis aquinoana"
"Stelis argentata"
"Stelis chlorantha"
"Stelis intermedia"
"Stelis modesta"
"Stelis oligantha"
"Stelis papaquerensis"
"Stelis parvifolia"
"Stelis pauloensis"
"Stelis peliochyla"
"Stelis ruprechtiana"
"Stelis triangularis"
"Stenia bohnkiana"
"Thysanoglossa jordanensis"
"Thysanoglossa organensis"
"Trichocentrum fuscum"
"Trichosalpinx mathildae"
"Trichosalpinx dura"
"Trichosalpinx montana"
"Trizeuxis falcata"
"Vanilla angustipetala"
"Vanilla bahiana"
"Vanilla chamissonis"
"Vanilla denticulata"
"Vanilla dubia"
"Vanilla dungsii"
"Vanilla edwallii"
"Vanilla organensis"
"Vanilla palmarum"
"Vanilla parvifolia"
"Veyretia hassleri"
"Veyretia simplex"
"Warczewiczella wailesiana"
"Warmingia eugenii"
"Warrea warreana"
"Wullschlaegelia aphylla"
"Xylobium colleyi"
"Xylobium undulatum"
"Zootrophion atropurpureum"
"Zygopetalum crinitum"
"Zygopetalum maxillare"
"Zygostates alleniana"
"Zygostates bradei"
"Zygostates cornigera"
"Zygostates cornuta"
"Zygostates grandiflora"
"Zygostates linearisepala"
"Zygostates lunata"
"Zygostates multiflora"
"Zygostates octavioreisii"
"Zygostates ovatipetala"
"Zygostates pellucida"
"Zygostates pustulata"
"Agalinis bandeirensis"
"Agalinis communis"
"Agalinis genistifolia"
"Agalinis linarioides"
"Agalinis ramosissima"
"Agalinis ramulifera"
"Buchnera amethystina"
"Buchnera integrifolia"
"Buchnera juncea"
"Buchnera lavandulacea"
"Buchnera longifolia"
"Buchnera rosea"
"Buchnera ternifolia"
"Castilleja arvensis"
"Escobedia grandiflora"
"Esterhazya eitenorum"
"Esterhazya macrodonta"
"Esterhazya splendida"
"Magdalenaea limae"
"Melasma melampyroides"
"Melasma rhinanthoides"
"Nothochilus coccineus"
"Velloziella dracocephaloides"
"Velloziella westermanii"
"Oxalis alvimii"
"Oxalis aptera"
"Oxalis arachnoidea"
"Oxalis articulata"
"Oxalis barrelieri"
"Oxalis bela"
"Oxalis bifrons"
"Oxalis bipartita"
"Oxalis bisecta"
"Oxalis blackii"
"Oxalis brasiliensis"
"Oxalis calva"
"Oxalis clausenii"
"Oxalis confertissima"
"Oxalis conorrhiza"
"Oxalis cratensis"
"Oxalis cytisoides"
"Oxalis debilis"
"Oxalis divaricata"
"Oxalis doceana"
"Oxalis floribunda"
"Oxalis frutescens"
"Oxalis fruticosa"
"Oxalis geralensis"
"Oxalis hedysarifolia"
"Oxalis hepatica"
"Oxalis hispidula"
"Oxalis hyalotricha"
"Oxalis impatiens"
"Oxalis irreperta"
"Oxalis kuhlmannii"
"Oxalis lasiopetala"
"Oxalis linarantha"
"Oxalis mandioccana"
"Oxalis myriophylla"
"Oxalis neuwiedii"
"Oxalis niederleiniana"
"Oxalis niederleinii"
"Oxalis paranaensis"
"Oxalis polymorpha"
"Oxalis potamophila"
"Oxalis praetexta"
"Oxalis psoraleoides"
"Oxalis puberula"
"Oxalis refracta"
"Oxalis rhombeo"
"Oxalis riparia"
"Oxalis rupestris"
"Oxalis sarmentosa"
"Oxalis sepium"
"Oxalis serpens"
"Oxalis subvillosa"
"Oxalis tenerrima"
"Oxalis triangularis"
"Oxalis umbraticola"
"Oxalis telmatica"
"Mitostemma glaziovii"
"Passiflora actinia"
"Passiflora alata"
"Passiflora amethystina"
"Passiflora bahiensis"
"Passiflora boticarioana"
"Passiflora caerulea"
"Passiflora campanulata"
"Passiflora capsularis"
"Passiflora catharinensis"
"Passiflora chlorina"
"Passiflora cincinnata"
"Passiflora clathrata"
"Passiflora contracta"
"Passiflora deidamioides"
"Passiflora edmundoi"
"Passiflora edulis"
"Passiflora eichleriana"
"Passiflora elegans"
"Passiflora elliptica"
"Passiflora farneyi"
"Passiflora filamentosa"
"Passiflora foetida"
"Passiflora haematostigma"
"Passiflora hatschbachii"
"Passiflora hypoglauca"
"Passiflora imbeana"
"Passiflora ischnoclada"
"Passiflora kermesina"
"Passiflora loefgrenii"
"Passiflora malacophylla"
"Passiflora marginata"
"Passiflora mendoncaei"
"Passiflora miersii"
"Passiflora misera"
"Passiflora morifolia"
"Passiflora mucronata"
"Passiflora odontophylla"
"Passiflora ovalis"
"Passiflora pardifolia"
"Passiflora pentagona"
"Passiflora pohlii"
"Passiflora racemosa"
"Passiflora reitzii"
"Passiflora rhamnifolia"
"Passiflora saccoi"
"Passiflora saxicola"
"Passiflora setacea"
"Passiflora setulosa"
"Passiflora sidifolia"
"Passiflora speciosa"
"Passiflora suberosa"
"Passiflora subrotunda"
"Passiflora tenuifila"
"Passiflora tricuspis"
"Passiflora trintae"
"Passiflora truncata"
"Passiflora urnifolia"
"Passiflora urubiciensis"
"Passiflora vellozoi"
"Passiflora villosa"
"Ternstroemia brasiliensis"
"Ternstroemia cuneifolia"
"Gallesia integrifolia"
"Hilleria latifolia"
"Phytolacca dioica"
"Phytolacca thyrsiflora"
"Seguieria aculeata"
"Seguieria americana"
"Seguieria langsdorffii"
"Trichostigma octandrum"
"Picramnia andrade"
"Picramnia bahiensis"
"Picramnia ciliata"
"Picramnia coccinea"
"Picramnia elliptica"
"Picramnia excelsa"
"Picramnia gardneri"
"Picramnia glazioviana"
"Picramnia grandifolia"
"Picramnia parvifolia"
"Picramnia ramiflora"
"Picramnia sellowii"
"Peperomia acuminata"
"Peperomia adsurgens"
"Peperomia alata"
"Peperomia apiahyensis"
"Peperomia arbuscula"
"Peperomia arifolia"
"Peperomia armondii"
"Peperomia augescens"
"Peperomia balansana"
"Peperomia barbarana"
"Peperomia blanda"
"Peperomia bradei"
"Peperomia brasiliensis"
"Peperomia calophylla"
"Peperomia campinasana"
"Peperomia catharinae"
"Peperomia choroniana"
"Peperomia ciliato"
"Peperomia circinnata"
"Peperomia clivicola"
"Peperomia corcovadensis"
"Peperomia cordigera"
"Peperomia crinicaulis"
"Peperomia crypticola"
"Peperomia decora"
"Peperomia delicatula"
"Peperomia diaphanoides"
"Peperomia dichotoma"
"Peperomia distachyos"
"Peperomia elongata"
"Peperomia emarginella"
"Peperomia flexicaulis"
"Peperomia galioides"
"Peperomia glabella"
"Peperomia glazioui"
"Peperomia gracilicaulis"
"Peperomia gracilis"
"Peperomia guarujana"
"Peperomia hemmendorffii"
"Peperomia hernandiifolia"
"Peperomia hilariana"
"Peperomia hispidosa"
"Peperomia humifusa"
"Peperomia hydrocotyloides"
"Peperomia ibiramana"
"Peperomia incana"
"Peperomia itatiaiana"
"Peperomia loefgrenii"
"Peperomia loxensis"
"Peperomia lyman"
"Peperomia magnoliifolia"
"Peperomia mandioccana"
"Peperomia marcoana"
"Peperomia martiana"
"Peperomia megapotamica"
"Peperomia minensis"
"Peperomia morungavana"
"Peperomia mosenii"
"Peperomia nitida"
"Peperomia obtusifolia"
"Peperomia oreophila"
"Peperomia papillispica"
"Peperomia parcifolia"
"Peperomia pellucida"
"Peperomia pereirae"
"Peperomia pereskiaefolia"
"Peperomia perlongicaulis"
"Peperomia pernambucensis"
"Peperomia polystachyoides"
"Peperomia pseudobcordata"
"Peperomia pseudoestrellensis"
"Peperomia psilostachya"
"Peperomia pubipeduncula"
"Peperomia punicea"
"Peperomia quadrifolia"
"Peperomia ramboi"
"Peperomia renifolia"
"Peperomia retivenulosa"
"Peperomia rhombea"
"Peperomia riedeliana"
"Peperomia rizzinii"
"Peperomia rostulatiformis"
"Peperomia rotundifolia"
"Peperomia rubricaulis"
"Peperomia rufispica"
"Peperomia schenkiana"
"Peperomia schwackei"
"Peperomia serpens"
"Peperomia serpentarioides"
"Peperomia stroemfeltii"
"Peperomia subemarginata"
"Peperomia subretusa"
"Peperomia subrubricaulis"
"Peperomia subsetifolia"
"Peperomia subternifolia"
"Peperomia tenella"
"Peperomia transparens"
"Peperomia trichocarpa"
"Peperomia trineura"
"Peperomia trineuroides"
"Peperomia turbinata"
"Peperomia urocarpa"
"Peperomia velloziana"
"Peperomia warmingii"
"Piper abutiloides"
"Piper aduncum"
"Piper aequale"
"Piper alatipetiolatum"
"Piper alnoides"
"Piper amalago"
"Piper amparoense"
"Piper amplum"
"Piper anisum"
"Piper anostachyum"
"Piper arboreum"
"Piper bahianum"
"Piper belloi"
"Piper bennettianum"
"Piper bowiei"
"Piper bradei"
"Piper cabralanum"
"Piper caldasianum"
"Piper caldense"
"Piper caracolanum"
"Piper casteloense"
"Piper cernuum"
"Piper chimonanthifolium"
"Piper claussenianum"
"Piper coralfalgense"
"Piper corcovadensis"
"Piper coruscans"
"Piper crassinervium"
"Piper crassistilum"
"Piper crebrinodum"
"Piper cubataonum"
"Piper cunninghamii"
"Piper dilatatum"
"Piper diospyrifolium"
"Piper divaricatum"
"Piper edwallii"
"Piper ellipticifolium"
"Piper emygdioi"
"Piper eucalyptophyllum"
"Piper flavicans"
"Piper flavoviride"
"Piper fuligineum"
"Piper gaudichaudianum"
"Piper glabratum"
"Piper goesii"
"Piper halesiifolium"
"Piper hatschbachii"
"Piper hayneanum"
"Piper hemmendorffii"
"Piper hexandrum"
"Piper hillianum"
"Piper hispidum"
"Piper hoehnei"
"Piper hoffmannseggianum"
"Piper ilheusense"
"Piper itatiaianum"
"Piper jubimarginatum"
"Piper juliflorum"
"Piper kleinii"
"Piper klotzschianum"
"Piper kuhlmannii"
"Piper laevicarpum"
"Piper lagoaense"
"Piper lanceolatum"
"Piper lepturum"
"Piper lhotzkyanum"
"Piper limai"
"Piper loefgrenii"
"Piper longipes"
"Piper lucaeanum"
"Piper lundii"
"Piper macedoi"
"Piper malacophyllum"
"Piper marginatum"
"Piper miquelianum"
"Piper mollicomum"
"Piper morisonianum"
"Piper mosenii"
"Piper mourai"
"Piper multinodum"
"Piper nervulosum"
"Piper niteroiense"
"Piper oblancifolium"
"Piper obliquum"
"Piper pauciramosum"
"Piper permucronatum"
"Piper piliovarium"
"Piper piritubanum"
"Piper pseudopothifolium"
"Piper puberulidrupum"
"Piper pubisubmarginalum"
"Piper rarum"
"Piper regnellii"
"Piper reitzii"
"Piper rhododendrifolium"
"Piper richardiifolium"
"Piper rioense"
"Piper rivinoides"
"Piper robustipedunculum"
"Piper rumicifolium"
"Piper saldanhai"
"Piper sampaioi"
"Piper scabrellum"
"Piper schenckii"
"Piper scutifolium"
"Piper sebastianum"
"Piper setebarraense"
"Piper solmsianum"
"Piper sprengelianum"
"Piper subcinereum"
"Piper subrugosum"
"Piper taperanum"
"Piper tectoniifolium"
"Piper tenuinerve"
"Piper translucens"
"Piper trigonodrupum"
"Piper truncatum"
"Piper tuberculatum"
"Piper ulei"
"Piper umbellatum"
"Piper vaginans"
"Piper vellosoi"
"Piper velutinibaccum"
"Piper viminifolium"
"Piper weddellii"
"Piper xylosteoides"
"Angelonia cornigera"
"Angelonia integerrima"
"Angelonia procumbens"
"Bacopa aquatica"
"Bacopa australis"
"Bacopa congesta"
"Bacopa lanigera"
"Bacopa monnieri"
"Bacopa monnierioides"
"Bacopa scabra"
"Bacopa serpyllifolia"
"Bacopa stricta"
"Gratiola peruviana"
"Ildefonsia bibracteata"
"Lindernia rotundifolia"
"Mecardonia grandiflora"
"Mecardonia procumbens"
"Mecardonia pubescens"
"Mecardonia serpylloides"
"Plantago australis"
"Plantago catharinea"
"Plantago guilleminiana"
"Plantago tomentosa"
"Scoparia dulcis"
"Scoparia elliptica"
"Scoparia ericacea"
"Scoparia hassleriana"
"Scoparia montevidensis"
"Scoparia pinnatifida"
"Stemodia foliosa"
"Stemodia hyptoides"
"Stemodia maritima"
"Stemodia stricta"
"Stemodia trifoliata"
"Stemodia verticillata"
"Limonium brasiliense"
"Plumbago scandens"
"Acroceras excavatum"
"Acroceras zizanioides"
"Agenium villosum"
"Agrostis lenis"
"Agrostis longiberbis"
"Agrostis montevidensis"
"Alvimia gracilis"
"Alvimia lancifolia"
"Andropogon arenarius"
"Andropogon bicornis"
"Andropogon carinatus"
"Andropogon glaziovii"
"Andropogon leucostachyus"
"Andropogon lindmanii"
"Andropogon macrothrix"
"Andropogon selloanus"
"Andropogon ternatus"
"Andropogon virgatus"
"Anomochloa marantoidea"
"Anthaenantia lanata"
"Apochloa chnoodes"
"Apochloa lutzii"
"Apochloa poliophylla"
"Apochloa tijucae"
"Apoclada simplex"
"Arberella bahiensis"
"Aristida brasiliensis"
"Aristida capillacea"
"Aristida circinalis"
"Aristida filifolia"
"Aristida flaccida"
"Aristida gibbosa"
"Aristida jubata"
"Aristida macrophylla"
"Aristida pallens"
"Aristida recurvata"
"Aristida riparia"
"Aristida sanctae"
"Aristida setifolia"
"Aristida spegazzinii"
"Aristida teretifolia"
"Arthropogon villosus"
"Arundinella hispida"
"Athroostachys capitata"
"Atractantha aureolanata"
"Atractantha cardinalis"
"Atractantha falcata"
"Atractantha radiata"
"Aulonemia amplissima"
"Aulonemia aristulata"
"Aulonemia goyazensis"
"Aulonemia radiata"
"Aulonemia setigera"
"Axonopus affinis"
"Axonopus aureus"
"Axonopus brasiliensis"
"Axonopus capillaris"
"Axonopus chrysoblepharis"
"Axonopus compressus"
"Axonopus fastigiatus"
"Axonopus fissifolius"
"Axonopus laxiflorus"
"Axonopus monticola"
"Axonopus marginatus"
"Axonopus obtusifolius"
"Axonopus pellitus"
"Axonopus polydactylus"
"Axonopus polystachyus"
"Axonopus pressus"
"Axonopus scoparius"
"Axonopus siccus"
"Axonopus uninodis"
"Bothriochloa laguroides"
"Bothriochloa velutina"
"Bromus brachyanthera"
"Bromus catharticus"
"Canastra aristella"
"Cenchrus brownii"
"Cenchrus echinatus"
"Cenchrus myosuroides"
"Cenchrus tribuloides"
"Chaetium festucoides"
"Chloris elata"
"Chloris orthonoton"
"Chloris pycnothrix"
"Chusquea acuminata"
"Chusquea anelythra"
"Chusquea anelytroides"
"Chusquea attenuata"
"Chusquea baculifera"
"Chusquea bahiana"
"Chusquea bambusoides"
"Chusquea bradei"
"Chusquea caparaoensis"
"Chusquea capitata"
"Chusquea capituliflora"
"Chusquea erecta"
"Chusquea fasciculata"
"Chusquea gracilis"
"Chusquea heterophylla"
"Chusquea ibiramae"
"Chusquea juergensii"
"Chusquea leptophylla"
"Chusquea meyeriana"
"Chusquea microphylla"
"Chusquea mimosa"
"Chusquea nudiramea"
"Chusquea nutans"
"Chusquea oligophylla"
"Chusquea oxylepis"
"Chusquea pinifolia"
"Chusquea pulchella"
"Chusquea ramosissima"
"Chusquea riosaltensis"
"Chusquea sclerophylla"
"Chusquea sellowii"
"Chusquea tenella"
"Chusquea tenuiglumis"
"Chusquea urelytra"
"Chusquea wilkesii"
"Chusquea windischii"
"Colanthelia burchellii"
"Colanthelia cingulata"
"Colanthelia distans"
"Colanthelia intermedia"
"Colanthelia macrostachya"
"Colanthelia rhizantha"
"Cortaderia modesta"
"Cortaderia selloana"
"Cryptochloa capillata"
"Ctenium cirrosum"
"Cynodon maritimus"
"Cyphonanthus discrepans"
"Danthonia cirrata"
"Danthonia secundiflora"
"Diandrolyra bicolor"
"Diandrolyra tatianae"
"Dichanthelium aequivaginatum"
"Dichanthelium caparaoense"
"Dichanthelium cucaense"
"Dichanthelium hebotes"
"Dichanthelium itatiaiae"
"Dichanthelium peristypum"
"Dichanthelium petropolitanum"
"Dichanthelium pycnoclados"
"Dichanthelium sabulorum"
"Dichanthelium sciurotis"
"Dichanthelium sciurotoides"
"Dichanthelium stigmosum"
"Dichanthelium superatum"
"Dichanthelium surrectum"
"Digitaria connivens"
"Digitaria corynotricha"
"Digitaria sejuncta"
"Echinolaena inflexa"
"Eleusine tristachya"
"Eragrostis airoides"
"Eragrostis articulata"
"Eragrostis bahiensis"
"Eragrostis cataclasta"
"Eragrostis leucosticta"
"Eragrostis lugens"
"Eragrostis petrensis"
"Eragrostis polytricha"
"Eragrostis scaligera"
"Eragrostis seminuda"
"Eragrostis trichocolea"
"Eragrostis vernix"
"Eremitis parviflora"
"Eremocaulon asymmetricum"
"Eremocaulon aureofimbriatum"
"Eriochloa punctata"
"Eriochrysis cayennensis"
"Eriochrysis filiformis"
"Eriochrysis laxa"
"Eustachys distichophylla"
"Eustachys retusa"
"Festuca ulochaeta"
"Guadua calderoniana"
"Guadua chacoensis"
"Guadua paniculata"
"Guadua paraguayana"
"Guadua tagoara"
"Guadua trinii"
"Gymnopogon burchellii"
"Gymnopogon foliosus"
"Gymnopogon spicatus"
"Gynerium sagittatum"
"Homolepis glutinosa"
"Homolepis isocalycia"
"Homolepis villaricensis"
"Hymenachne amplexicaulis"
"Hymenachne donacifolia"
"Hymenachne grumosa"
"Hymenachne pernambucensis"
"Hyparrhenia bracteata"
"Ichnanthus bambusiflorus"
"Ichnanthus calvescens"
"Ichnanthus dasycoleus"
"Ichnanthus glaber"
"Ichnanthus hirtus"
"Ichnanthus inconstans"
"Ichnanthus leiocarpus"
"Ichnanthus longiglumis"
"Ichnanthus nemoralis"
"Ichnanthus riedelii"
"Imperata brasiliensis"
"Imperata tenuis"
"Ischaemum minus"
"Lasiacis divaricata"
"Lasiacis ligulata"
"Lasiacis sorghoidea"
"Leersia hexandra"
"Leersia ligularis"
"Leptochloa virgata"
"Lithachne horizontalis"
"Loudetiopsis chrysothrix"
"Luziola bahiensis"
"Luziola brasiliensis"
"Luziola peruviana"
"Melica arzivencoi"
"Merostachys abadiana"
"Merostachys annulifera"
"Merostachys argentea"
"Merostachys argyronema"
"Merostachys bifurcata"
"Merostachys bradei"
"Merostachys brevigluma"
"Merostachys burmanii"
"Merostachys calderoniana"
"Merostachys caucaiana"
"Merostachys ciliata"
"Merostachys claussenii"
"Merostachys fischeriana"
"Merostachys fistulosa"
"Merostachys glauca"
"Merostachys kleinii"
"Merostachys kunthii"
"Merostachys lanata"
"Merostachys leptophylla"
"Merostachys magellanica"
"Merostachys magnispicula"
"Merostachys medullosa"
"Merostachys multiramea"
"Merostachys neesii"
"Merostachys petiolata"
"Merostachys pilifera"
"Merostachys pluriflora"
"Merostachys polyantha"
"Merostachys procerrima"
"Merostachys ramosissima"
"Merostachys riedeliana"
"Merostachys scandens"
"Merostachys skvortzovii"
"Merostachys sparsiflora"
"Merostachys speciosa"
"Merostachys ternata"
"Merostachys vestita"
"Mesosetum loliiforme"
"Microchloa indica"
"Olyra bahiensis"
"Olyra ecaudata"
"Olyra fasciculata"
"Olyra filiformis"
"Olyra glaberrima"
"Olyra humilis"
"Olyra latifolia"
"Olyra latispicula"
"Oplismenus hirtellus"
"Otachyrium versicolor"
"Panicum aquaticum"
"Panicum bergii"
"Panicum campestre"
"Panicum chaseae"
"Panicum dichotomiflorum"
"Panicum exiguum"
"Panicum glabripes"
"Panicum gouinii"
"Panicum millegrana"
"Panicum mucronulatum"
"Panicum olyroides"
"Panicum peladoense"
"Panicum quadriglume"
"Panicum rudgei"
"Panicum sellowii"
"Panicum stramineum"
"Panicum trichanthum"
"Panicum tricholaenoides"
"Pappophorum mucronulatum"
"Pappophorum pappiferum"
"Parodiophyllochloa cordovensis"
"Parodiophyllochloa missiona"
